PROVINCIA,DEPARTAMENTO,iso_year,iso_week,CONFIRMADO,NEGATIVO
BUENOS AIRES,FLORENCIO VARELA,2008,6,0,1
BUENOS AIRES,HURLINGHAM,2008,7,0,0
BUENOS AIRES,SAN FERNANDO,2008,7,0,1
BUENOS AIRES,FLORENCIO VARELA,2008,10,0,1
BUENOS AIRES,TRES DE FEBRERO,2008,10,0,1
BUENOS AIRES,MORON,2008,12,0,1
BUENOS AIRES,LANUS,2008,13,0,0
BUENOS AIRES,MORON,2008,15,0,1
BUENOS AIRES,GENERAL RODRIGUEZ,2008,16,0,0
BUENOS AIRES,MAGDALENA,2008,18,0,1
BUENOS AIRES,VICENTE LOPEZ,2008,24,0,1
BUENOS AIRES,25 DE MAYO,2009,1,0,2
BUENOS AIRES,ALMIRANTE BROWN,2009,1,2,6
BUENOS AIRES,ARRECIFES,2009,1,0,1
BUENOS AIRES,AVELLANEDA,2009,1,0,3
BUENOS AIRES,BERAZATEGUI,2009,1,0,1
BUENOS AIRES,BERISSO,2009,1,0,2
BUENOS AIRES,CAMPANA,2009,1,0,1
BUENOS AIRES,CAPITAN SARMIENTO,2009,1,0,1
BUENOS AIRES,CHACABUCO,2009,1,1,1
BUENOS AIRES,COLON,2009,1,2,0
BUENOS AIRES,ESCOBAR,2009,1,0,1
BUENOS AIRES,FLORENCIO VARELA,2009,1,1,1
BUENOS AIRES,GENERAL PUEYRREDON,2009,1,0,1
BUENOS AIRES,GENERAL RODRIGUEZ,2009,1,0,1
BUENOS AIRES,GENERAL VIAMONTE,2009,1,0,1
BUENOS AIRES,GENERAL VILLEGAS,2009,1,0,2
BUENOS AIRES,HURLINGHAM,2009,1,0,1
BUENOS AIRES,JOSE C PAZ,2009,1,0,2
BUENOS AIRES,LA MATANZA,2009,1,3,6
BUENOS AIRES,LA PLATA,2009,1,1,6
BUENOS AIRES,LANUS,2009,1,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2009,1,0,1
BUENOS AIRES,MERLO,2009,1,1,4
BUENOS AIRES,MONTE,2009,1,0,1
BUENOS AIRES,MORENO,2009,1,3,2
BUENOS AIRES,MORON,2009,1,2,5
BUENOS AIRES,PERGAMINO,2009,1,1,7
BUENOS AIRES,PILAR,2009,1,0,3
BUENOS AIRES,QUILMES,2009,1,2,7
BUENOS AIRES,ROJAS,2009,1,0,1
BUENOS AIRES,SALTO,2009,1,0,2
BUENOS AIRES,SAN FERNANDO,2009,1,1,2
BUENOS AIRES,SAN ISIDRO,2009,1,5,4
BUENOS AIRES,SAN MIGUEL,2009,1,0,2
BUENOS AIRES,TIGRE,2009,1,2,4
BUENOS AIRES,TRES DE FEBRERO,2009,1,7,10
BUENOS AIRES,VICENTE LOPEZ,2009,1,0,2
BUENOS AIRES,ALMIRANTE BROWN,2009,2,0,1
BUENOS AIRES,LA PLATA,2009,2,0,2
BUENOS AIRES,LA PLATA,2009,4,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,5,1,0
BUENOS AIRES,BERISSO,2009,5,0,1
BUENOS AIRES,LA PLATA,2009,5,0,1
BUENOS AIRES,LA PLATA,2009,6,0,0
BUENOS AIRES,QUILMES,2009,6,0,1
BUENOS AIRES,LA PLATA,2009,7,0,2
BUENOS AIRES,LA PLATA,2009,8,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,9,1,0
BUENOS AIRES,BERISSO,2009,9,1,0
BUENOS AIRES,LA MATANZA,2009,9,0,0
BUENOS AIRES,LA PLATA,2009,9,1,1
BUENOS AIRES,GENERAL RODRIGUEZ,2009,10,1,0
BUENOS AIRES,LA MATANZA,2009,10,0,1
BUENOS AIRES,LA PLATA,2009,10,0,2
BUENOS AIRES,LA MATANZA,2009,11,1,0
BUENOS AIRES,LA MATANZA,2009,12,1,0
BUENOS AIRES,LA PLATA,2009,12,0,1
BUENOS AIRES,MERLO,2009,12,0,1
BUENOS AIRES,AVELLANEDA,2009,13,0,1
BUENOS AIRES,CASTELLI,2009,13,0,1
BUENOS AIRES,EZEIZA,2009,13,0,1
BUENOS AIRES,HURLINGHAM,2009,13,1,1
BUENOS AIRES,LA MATANZA,2009,13,3,2
BUENOS AIRES,LA PLATA,2009,13,1,5
BUENOS AIRES,LANUS,2009,13,1,0
BUENOS AIRES,MERLO,2009,13,0,2
BUENOS AIRES,SAN MIGUEL,2009,13,1,0
BUENOS AIRES,SAN VICENTE,2009,13,0,0
BUENOS AIRES,TRES DE FEBRERO,2009,13,1,1
BUENOS AIRES,BERISSO,2009,14,0,0
BUENOS AIRES,BRANDSEN,2009,14,0,2
BUENOS AIRES,FLORENCIO VARELA,2009,14,0,1
BUENOS AIRES,GENERAL RODRIGUEZ,2009,14,0,2
BUENOS AIRES,GENERAL SAN MARTIN,2009,14,0,1
BUENOS AIRES,HURLINGHAM,2009,14,0,0
BUENOS AIRES,LA MATANZA,2009,14,4,2
BUENOS AIRES,LA PLATA,2009,14,0,5
BUENOS AIRES,LANUS,2009,14,0,3
BUENOS AIRES,LOMAS DE ZAMORA,2009,14,1,1
BUENOS AIRES,MERLO,2009,14,0,6
BUENOS AIRES,MORON,2009,14,1,1
BUENOS AIRES,PILAR,2009,14,0,1
BUENOS AIRES,SAN ISIDRO,2009,14,0,1
BUENOS AIRES,SAN VICENTE,2009,14,0,1
BUENOS AIRES,TIGRE,2009,14,0,0
BUENOS AIRES,TRES DE FEBRERO,2009,14,1,1
BUENOS AIRES,9 DE JULIO,2009,15,0,1
BUENOS AIRES,AVELLANEDA,2009,15,0,2
BUENOS AIRES,BERAZATEGUI,2009,15,0,1
BUENOS AIRES,BERISSO,2009,15,0,1
BUENOS AIRES,ENSENADA,2009,15,0,1
BUENOS AIRES,FLORENCIO VARELA,2009,15,1,0
BUENOS AIRES,GENERAL PUEYRREDON,2009,15,0,2
BUENOS AIRES,GENERAL SAN MARTIN,2009,15,0,1
BUENOS AIRES,LA MATANZA,2009,15,3,10
BUENOS AIRES,LA PLATA,2009,15,0,12
BUENOS AIRES,LANUS,2009,15,0,2
BUENOS AIRES,LOMAS DE ZAMORA,2009,15,0,2
BUENOS AIRES,MERLO,2009,15,0,2
BUENOS AIRES,MORENO,2009,15,0,1
BUENOS AIRES,PILAR,2009,15,0,0
BUENOS AIRES,SAN MIGUEL,2009,15,0,1
BUENOS AIRES,SAN NICOLAS,2009,15,0,1
BUENOS AIRES,SAN VICENTE,2009,15,1,2
BUENOS AIRES,TRES DE FEBRERO,2009,15,3,0
BUENOS AIRES,9 DE JULIO,2009,16,0,2
BUENOS AIRES,BERISSO,2009,16,0,0
BUENOS AIRES,CHIVILCOY,2009,16,0,4
BUENOS AIRES,DOLORES,2009,16,0,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2009,16,0,1
BUENOS AIRES,FLORENCIO VARELA,2009,16,0,1
BUENOS AIRES,GENERAL PUEYRREDON,2009,16,0,1
BUENOS AIRES,LA MATANZA,2009,16,3,10
BUENOS AIRES,LA PLATA,2009,16,0,10
BUENOS AIRES,LANUS,2009,16,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2009,16,0,2
BUENOS AIRES,MERLO,2009,16,0,2
BUENOS AIRES,SALADILLO,2009,16,0,1
BUENOS AIRES,TRENQUE LAUQUEN,2009,16,0,1
BUENOS AIRES,TRES DE FEBRERO,2009,16,0,0
BUENOS AIRES,25 DE MAYO,2009,17,0,1
BUENOS AIRES,BENITO JUAREZ,2009,17,0,1
BUENOS AIRES,CHIVILCOY,2009,17,0,1
BUENOS AIRES,ENSENADA,2009,17,0,1
BUENOS AIRES,ESCOBAR,2009,17,1,0
BUENOS AIRES,FLORENCIO VARELA,2009,17,0,0
BUENOS AIRES,GENERAL JUAN MADARIAGA,2009,17,0,0
BUENOS AIRES,LA MATANZA,2009,17,1,3
BUENOS AIRES,LA PLATA,2009,17,0,9
BUENOS AIRES,LOMAS DE ZAMORA,2009,17,0,1
BUENOS AIRES,MAGDALENA,2009,17,0,1
BUENOS AIRES,MERLO,2009,17,0,1
BUENOS AIRES,MORON,2009,17,0,1
BUENOS AIRES,PILA,2009,17,0,1
BUENOS AIRES,QUILMES,2009,17,0,1
BUENOS AIRES,RAUCH,2009,17,0,1
BUENOS AIRES,CHIVILCOY,2009,18,0,2
BUENOS AIRES,LA COSTA,2009,18,0,1
BUENOS AIRES,LA MATANZA,2009,18,2,1
BUENOS AIRES,LA PLATA,2009,18,0,1
BUENOS AIRES,QUILMES,2009,18,0,4
BUENOS AIRES,SALADILLO,2009,18,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,19,0,1
BUENOS AIRES,AVELLANEDA,2009,19,0,1
BUENOS AIRES,BERAZATEGUI,2009,19,0,1
BUENOS AIRES,FLORENCIO VARELA,2009,19,0,1
BUENOS AIRES,LA MATANZA,2009,19,1,1
BUENOS AIRES,LA PLATA,2009,19,0,1
BUENOS AIRES,LANUS,2009,19,0,1
BUENOS AIRES,MAGDALENA,2009,19,0,1
BUENOS AIRES,MERLO,2009,19,0,1
BUENOS AIRES,PRESIDENTE PERON,2009,19,0,1
BUENOS AIRES,TIGRE,2009,19,0,1
BUENOS AIRES,TRENQUE LAUQUEN,2009,19,0,1
BUENOS AIRES,TRES DE FEBRERO,2009,19,1,0
BUENOS AIRES,CORONEL L. ROSALES,2009,20,0,0
BUENOS AIRES,EZEIZA,2009,20,0,1
BUENOS AIRES,LA MATANZA,2009,20,0,1
BUENOS AIRES,LA PLATA,2009,20,0,1
BUENOS AIRES,SALADILLO,2009,20,0,1
BUENOS AIRES,TRES DE FEBRERO,2009,20,1,1
BUENOS AIRES,25 DE MAYO,2009,21,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,21,0,1
BUENOS AIRES,AVELLANEDA,2009,21,0,1
BUENOS AIRES,LA MATANZA,2009,21,2,0
BUENOS AIRES,LANUS,2009,21,0,0
BUENOS AIRES,LOMAS DE ZAMORA,2009,21,0,2
BUENOS AIRES,MAGDALENA,2009,21,0,0
BUENOS AIRES,ALMIRANTE BROWN,2009,22,0,1
BUENOS AIRES,AVELLANEDA,2009,22,0,1
BUENOS AIRES,LA MATANZA,2009,22,0,2
BUENOS AIRES,LA PLATA,2009,22,0,0
BUENOS AIRES,MERLO,2009,22,0,0
BUENOS AIRES,LA MATANZA,2009,34,0,1
BUENOS AIRES,LA PLATA,2009,34,0,1
BUENOS AIRES,LA MATANZA,2009,36,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,38,0,1
BUENOS AIRES,LA PLATA,2009,38,0,1
BUENOS AIRES,TIGRE,2009,38,0,0
BUENOS AIRES,GENERAL PAZ,2009,39,0,1
BUENOS AIRES,GENERAL PAZ,2009,40,0,1
BUENOS AIRES,FLORENCIO VARELA,2009,44,0,1
BUENOS AIRES,SAN NICOLAS,2009,44,0,2
BUENOS AIRES,LA MATANZA,2009,45,0,0
BUENOS AIRES,LA PLATA,2009,45,0,2
BUENOS AIRES,LA PLATA,2009,46,0,2
BUENOS AIRES,ZARATE,2009,46,0,0
BUENOS AIRES,FLORENCIO VARELA,2009,47,0,1
BUENOS AIRES,LA PLATA,2009,47,0,1
BUENOS AIRES,MERLO,2009,47,0,1
BUENOS AIRES,AVELLANEDA,2009,48,0,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2009,48,0,1
BUENOS AIRES,HURLINGHAM,2009,48,0,1
BUENOS AIRES,LA MATANZA,2009,48,0,1
BUENOS AIRES,LA PLATA,2009,48,0,1
BUENOS AIRES,MONTE,2009,48,0,0
BUENOS AIRES,MORON,2009,48,0,1
BUENOS AIRES,SAN NICOLAS,2009,48,1,0
BUENOS AIRES,LA MATANZA,2009,49,0,2
BUENOS AIRES,LA PLATA,2009,49,0,1
BUENOS AIRES,QUILMES,2009,49,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,50,0,0
BUENOS AIRES,GENERAL RODRIGUEZ,2009,50,0,3
BUENOS AIRES,GENERAL SAN MARTIN,2009,50,0,1
BUENOS AIRES,LA MATANZA,2009,50,1,1
BUENOS AIRES,LA PLATA,2009,50,0,2
BUENOS AIRES,MERLO,2009,50,0,2
BUENOS AIRES,PRESIDENTE PERON,2009,50,0,0
BUENOS AIRES,TRES DE FEBRERO,2009,50,0,1
BUENOS AIRES,ALMIRANTE BROWN,2009,51,0,1
BUENOS AIRES,GENERAL SAN MARTIN,2009,51,1,0
BUENOS AIRES,LA MATANZA,2009,51,0,1
BUENOS AIRES,LA PLATA,2009,51,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2009,51,1,0
BUENOS AIRES,MERCEDES,2009,51,0,1
BUENOS AIRES,MERLO,2009,51,0,1
BUENOS AIRES,MONTE,2009,51,1,1
BUENOS AIRES,MORON,2009,51,0,1
BUENOS AIRES,PILAR,2009,51,0,1
BUENOS AIRES,QUILMES,2009,51,0,3
BUENOS AIRES,ALMIRANTE BROWN,2009,52,1,1
BUENOS AIRES,ESTEBAN ECHEVERRIA,2009,52,1,0
BUENOS AIRES,FLORENCIO VARELA,2009,52,0,1
BUENOS AIRES,HURLINGHAM,2009,52,0,1
BUENOS AIRES,ITUZAINGO,2009,52,0,1
BUENOS AIRES,LA MATANZA,2009,52,1,2
BUENOS AIRES,LA PLATA,2009,52,0,2
BUENOS AIRES,LANUS,2009,52,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2009,52,0,1
BUENOS AIRES,MERLO,2009,52,0,1
BUENOS AIRES,MONTE,2009,52,0,1
BUENOS AIRES,MORON,2009,52,0,1
BUENOS AIRES,9 DE JULIO,2010,1,0,1
BUENOS AIRES,ALBERTI,2010,1,0,0
BUENOS AIRES,ALMIRANTE BROWN,2010,1,0,1
BUENOS AIRES,AVELLANEDA,2010,1,0,0
BUENOS AIRES,AZUL,2010,1,0,1
BUENOS AIRES,BAHIA BLANCA,2010,1,1,0
BUENOS AIRES,BARADERO,2010,1,0,0
BUENOS AIRES,BERAZATEGUI,2010,1,0,0
BUENOS AIRES,CARLOS CASARES,2010,1,0,0
BUENOS AIRES,CHACABUCO,2010,1,0,1
BUENOS AIRES,CORONEL SUAREZ,2010,1,0,1
BUENOS AIRES,ESCOBAR,2010,1,0,0
BUENOS AIRES,ESTEBAN ECHEVERRIA,2010,1,0,0
BUENOS AIRES,FLORENCIO VARELA,2010,1,0,0
BUENOS AIRES,GENERAL PAZ,2010,1,1,0
BUENOS AIRES,GENERAL SAN MARTIN,2010,1,0,0
BUENOS AIRES,GENERAL VILLEGAS,2010,1,0,1
BUENOS AIRES,HURLINGHAM,2010,1,1,0
BUENOS AIRES,JOSE C PAZ,2010,1,0,0
BUENOS AIRES,LA MATANZA,2010,1,1,5
BUENOS AIRES,LA PLATA,2010,1,1,4
BUENOS AIRES,LANUS,2010,1,1,3
BUENOS AIRES,LINCOLN,2010,1,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,1,0,4
BUENOS AIRES,MERLO,2010,1,0,2
BUENOS AIRES,MONTE,2010,1,1,0
BUENOS AIRES,MORENO,2010,1,1,0
BUENOS AIRES,MORON,2010,1,0,1
BUENOS AIRES,PERGAMINO,2010,1,0,0
BUENOS AIRES,PILAR,2010,1,0,0
BUENOS AIRES,PRESIDENTE PERON,2010,1,2,2
BUENOS AIRES,QUILMES,2010,1,0,4
BUENOS AIRES,ROQUE PEREZ,2010,1,0,1
BUENOS AIRES,SAN ISIDRO,2010,1,0,1
BUENOS AIRES,SAN MIGUEL,2010,1,0,0
BUENOS AIRES,SAN NICOLAS,2010,1,0,1
BUENOS AIRES,TIGRE,2010,1,0,2
BUENOS AIRES,TORNQUIST,2010,1,1,0
BUENOS AIRES,TRENQUE LAUQUEN,2010,1,0,0
BUENOS AIRES,TRES DE FEBRERO,2010,1,0,0
BUENOS AIRES,ALMIRANTE BROWN,2010,2,0,2
BUENOS AIRES,BARADERO,2010,2,0,1
BUENOS AIRES,ENSENADA,2010,2,1,0
BUENOS AIRES,LA MATANZA,2010,2,1,2
BUENOS AIRES,LA PLATA,2010,2,1,3
BUENOS AIRES,LANUS,2010,2,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,2,1,2
BUENOS AIRES,MERLO,2010,2,0,1
BUENOS AIRES,PRESIDENTE PERON,2010,2,0,1
BUENOS AIRES,QUILMES,2010,2,0,1
BUENOS AIRES,SAN ISIDRO,2010,2,0,1
BUENOS AIRES,SAN VICENTE,2010,2,0,1
BUENOS AIRES,TRES DE FEBRERO,2010,2,0,1
BUENOS AIRES,ALMIRANTE BROWN,2010,3,0,2
BUENOS AIRES,BERAZATEGUI,2010,3,0,1
BUENOS AIRES,FLORENCIO VARELA,2010,3,1,0
BUENOS AIRES,GENERAL PAZ,2010,3,0,1
BUENOS AIRES,GENERAL RODRIGUEZ,2010,3,0,1
BUENOS AIRES,GENERAL SAN MARTIN,2010,3,1,1
BUENOS AIRES,ITUZAINGO,2010,3,1,1
BUENOS AIRES,LA MATANZA,2010,3,1,3
BUENOS AIRES,LA PLATA,2010,3,0,1
BUENOS AIRES,LANUS,2010,3,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,3,0,3
BUENOS AIRES,MERLO,2010,3,0,2
BUENOS AIRES,MORENO,2010,3,0,1
BUENOS AIRES,PEHUAJO,2010,3,0,1
BUENOS AIRES,ROQUE PEREZ,2010,3,0,1
BUENOS AIRES,SALTO,2010,3,0,1
BUENOS AIRES,TRES DE FEBRERO,2010,3,0,2
BUENOS AIRES,ALMIRANTE BROWN,2010,4,0,3
BUENOS AIRES,BERAZATEGUI,2010,4,1,0
BUENOS AIRES,ENSENADA,2010,4,1,0
BUENOS AIRES,EZEIZA,2010,4,0,1
BUENOS AIRES,FLORENCIO VARELA,2010,4,0,1
BUENOS AIRES,ITUZAINGO,2010,4,0,1
BUENOS AIRES,LA MATANZA,2010,4,0,1
BUENOS AIRES,LA PLATA,2010,4,0,1
BUENOS AIRES,LANUS,2010,4,0,0
BUENOS AIRES,LOMAS DE ZAMORA,2010,4,0,0
BUENOS AIRES,MERLO,2010,4,0,0
BUENOS AIRES,NECOCHEA,2010,4,0,1
BUENOS AIRES,PRESIDENTE PERON,2010,4,0,1
BUENOS AIRES,QUILMES,2010,4,0,1
BUENOS AIRES,TRES DE FEBRERO,2010,4,0,0
BUENOS AIRES,VICENTE LOPEZ,2010,4,0,0
BUENOS AIRES,9 DE JULIO,2010,5,0,1
BUENOS AIRES,ALMIRANTE BROWN,2010,5,0,2
BUENOS AIRES,BERAZATEGUI,2010,5,0,1
BUENOS AIRES,BRAGADO,2010,5,1,0
BUENOS AIRES,CHASCOMUS,2010,5,1,1
BUENOS AIRES,ENSENADA,2010,5,1,0
BUENOS AIRES,ESCOBAR,2010,5,0,0
BUENOS AIRES,FLORENCIO VARELA,2010,5,0,1
BUENOS AIRES,GENERAL SAN MARTIN,2010,5,0,0
BUENOS AIRES,ITUZAINGO,2010,5,0,1
BUENOS AIRES,LA MATANZA,2010,5,0,4
BUENOS AIRES,LA PLATA,2010,5,3,4
BUENOS AIRES,LANUS,2010,5,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,5,0,1
BUENOS AIRES,MERLO,2010,5,0,1
BUENOS AIRES,MORENO,2010,5,1,2
BUENOS AIRES,MORON,2010,5,0,2
BUENOS AIRES,QUILMES,2010,5,0,3
BUENOS AIRES,RAUCH,2010,5,0,1
BUENOS AIRES,SAN ISIDRO,2010,5,0,0
BUENOS AIRES,TIGRE,2010,5,0,1
BUENOS AIRES,TRES DE FEBRERO,2010,5,0,0
BUENOS AIRES,ALMIRANTE BROWN,2010,6,0,2
BUENOS AIRES,AVELLANEDA,2010,6,0,1
BUENOS AIRES,BERAZATEGUI,2010,6,0,2
BUENOS AIRES,ESTEBAN ECHEVERRIA,2010,6,0,0
BUENOS AIRES,EZEIZA,2010,6,0,1
BUENOS AIRES,FLORENCIO VARELA,2010,6,0,1
BUENOS AIRES,GENERAL PUEYRREDON,2010,6,0,1
BUENOS AIRES,ITUZAINGO,2010,6,1,2
BUENOS AIRES,LA MATANZA,2010,6,0,2
BUENOS AIRES,LA PLATA,2010,6,3,6
BUENOS AIRES,LANUS,2010,6,0,0
BUENOS AIRES,LOMAS DE ZAMORA,2010,6,0,3
BUENOS AIRES,MALVINAS ARGENTINAS,2010,6,0,0
BUENOS AIRES,MERLO,2010,6,1,1
BUENOS AIRES,SAN FERNANDO,2010,6,0,1
BUENOS AIRES,SAN MIGUEL,2010,6,0,0
BUENOS AIRES,TIGRE,2010,6,0,4
BUENOS AIRES,TRES DE FEBRERO,2010,6,0,1
BUENOS AIRES,ALMIRANTE BROWN,2010,7,0,1
BUENOS AIRES,AVELLANEDA,2010,7,0,0
BUENOS AIRES,BERAZATEGUI,2010,7,0,1
BUENOS AIRES,CHASCOMUS,2010,7,0,1
BUENOS AIRES,ENSENADA,2010,7,1,0
BUENOS AIRES,ESTEBAN ECHEVERRIA,2010,7,0,1
BUENOS AIRES,EZEIZA,2010,7,0,0
BUENOS AIRES,FLORENCIO VARELA,2010,7,0,1
BUENOS AIRES,GENERAL PUEYRREDON,2010,7,1,0
BUENOS AIRES,GENERAL SAN MARTIN,2010,7,0,0
BUENOS AIRES,ITUZAINGO,2010,7,0,1
BUENOS AIRES,JOSE C PAZ,2010,7,1,2
BUENOS AIRES,LA MATANZA,2010,7,1,4
BUENOS AIRES,LA PLATA,2010,7,2,12
BUENOS AIRES,LANUS,2010,7,0,2
BUENOS AIRES,LOMAS DE ZAMORA,2010,7,1,3
BUENOS AIRES,MERLO,2010,7,0,1
BUENOS AIRES,MORON,2010,7,0,2
BUENOS AIRES,PILAR,2010,7,0,1
BUENOS AIRES,PUNTA INDIO,2010,7,0,1
BUENOS AIRES,QUILMES,2010,7,2,5
BUENOS AIRES,TRES DE FEBRERO,2010,7,0,1
BUENOS AIRES,AVELLANEDA,2010,8,1,0
BUENOS AIRES,EZEIZA,2010,8,1,0
BUENOS AIRES,FLORENCIO VARELA,2010,8,0,1
BUENOS AIRES,GENERAL RODRIGUEZ,2010,8,0,0
BUENOS AIRES,GENERAL SAN MARTIN,2010,8,0,0
BUENOS AIRES,HURLINGHAM,2010,8,1,3
BUENOS AIRES,JOSE C PAZ,2010,8,0,0
BUENOS AIRES,LA COSTA,2010,8,0,1
BUENOS AIRES,LA MATANZA,2010,8,1,7
BUENOS AIRES,LA PLATA,2010,8,2,8
BUENOS AIRES,LANUS,2010,8,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,8,0,1
BUENOS AIRES,LUJAN,2010,8,1,2
BUENOS AIRES,MAGDALENA,2010,8,1,1
BUENOS AIRES,MALVINAS ARGENTINAS,2010,8,0,0
BUENOS AIRES,MERLO,2010,8,0,3
BUENOS AIRES,MORENO,2010,8,0,1
BUENOS AIRES,MORON,2010,8,1,1
BUENOS AIRES,NAVARRO,2010,8,0,2
BUENOS AIRES,PILAR,2010,8,0,0
BUENOS AIRES,PRESIDENTE PERON,2010,8,0,1
BUENOS AIRES,QUILMES,2010,8,0,1
BUENOS AIRES,SAN FERNANDO,2010,8,0,0
BUENOS AIRES,SAN ISIDRO,2010,8,0,0
BUENOS AIRES,SAN VICENTE,2010,8,0,1
BUENOS AIRES,TRES DE FEBRERO,2010,8,0,1
BUENOS AIRES,BERAZATEGUI,2010,9,1,0
BUENOS AIRES,BRANDSEN,2010,9,1,2
BUENOS AIRES,ESCOBAR,2010,9,0,0
BUENOS AIRES,ESTEBAN ECHEVERRIA,2010,9,0,3
BUENOS AIRES,GENERAL RODRIGUEZ,2010,9,0,3
BUENOS AIRES,HURLINGHAM,2010,9,1,3
BUENOS AIRES,ITUZAINGO,2010,9,1,0
BUENOS AIRES,LA MATANZA,2010,9,1,4
BUENOS AIRES,LA PLATA,2010,9,2,7
BUENOS AIRES,LOMAS DE ZAMORA,2010,9,0,3
BUENOS AIRES,MARCOS PAZ,2010,9,0,0
BUENOS AIRES,MERLO,2010,9,0,0
BUENOS AIRES,MORENO,2010,9,1,1
BUENOS AIRES,MORON,2010,9,0,2
BUENOS AIRES,QUILMES,2010,9,2,2
BUENOS AIRES,SAN FERNANDO,2010,9,0,0
BUENOS AIRES,SAN MIGUEL,2010,9,0,1
BUENOS AIRES,ALMIRANTE BROWN,2010,10,1,2
BUENOS AIRES,AVELLANEDA,2010,10,0,0
BUENOS AIRES,BERAZATEGUI,2010,10,1,0
BUENOS AIRES,BERISSO,2010,10,2,4
BUENOS AIRES,DOLORES,2010,10,0,1
BUENOS AIRES,ESCOBAR,2010,10,0,0
BUENOS AIRES,ESTEBAN ECHEVERRIA,2010,10,0,0
BUENOS AIRES,EZEIZA,2010,10,0,1
BUENOS AIRES,GENERAL RODRIGUEZ,2010,10,0,1
BUENOS AIRES,HURLINGHAM,2010,10,1,2
BUENOS AIRES,LA MATANZA,2010,10,0,2
BUENOS AIRES,LA PLATA,2010,10,2,6
BUENOS AIRES,LANUS,2010,10,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,10,0,1
BUENOS AIRES,MARCOS PAZ,2010,10,1,1
BUENOS AIRES,MORENO,2010,10,0,4
BUENOS AIRES,MORON,2010,10,2,1
BUENOS AIRES,PRESIDENTE PERON,2010,10,0,0
BUENOS AIRES,QUILMES,2010,10,0,1
BUENOS AIRES,SAN MIGUEL,2010,10,0,0
BUENOS AIRES,SAN PEDRO,2010,10,0,0
BUENOS AIRES,SUIPACHA,2010,10,0,1
BUENOS AIRES,VICENTE LOPEZ,2010,10,0,0
BUENOS AIRES,25 DE MAYO,2010,11,0,0
BUENOS AIRES,ALMIRANTE BROWN,2010,11,0,1
BUENOS AIRES,AVELLANEDA,2010,11,1,1
BUENOS AIRES,AZUL,2010,11,0,0
BUENOS AIRES,BERAZATEGUI,2010,11,1,0
BUENOS AIRES,BRANDSEN,2010,11,1,2
BUENOS AIRES,FLORENCIO VARELA,2010,11,2,0
BUENOS AIRES,GENERAL RODRIGUEZ,2010,11,0,2
BUENOS AIRES,HURLINGHAM,2010,11,0,1
BUENOS AIRES,ITUZAINGO,2010,11,0,0
BUENOS AIRES,LA MATANZA,2010,11,0,2
BUENOS AIRES,LA PLATA,2010,11,1,8
BUENOS AIRES,LANUS,2010,11,0,0
BUENOS AIRES,LOMAS DE ZAMORA,2010,11,0,0
BUENOS AIRES,MERLO,2010,11,0,1
BUENOS AIRES,MONTE,2010,11,1,0
BUENOS AIRES,MORENO,2010,11,0,2
BUENOS AIRES,MORON,2010,11,0,1
BUENOS AIRES,PRESIDENTE PERON,2010,11,0,1
BUENOS AIRES,QUILMES,2010,11,0,0
BUENOS AIRES,SAN ISIDRO,2010,11,0,1
BUENOS AIRES,SAN MIGUEL,2010,11,0,1
BUENOS AIRES,SAN PEDRO,2010,11,0,1
BUENOS AIRES,TRES DE FEBRERO,2010,11,0,1
BUENOS AIRES,25 DE MAYO,2010,12,0,0
BUENOS AIRES,BERAZATEGUI,2010,12,0,0
BUENOS AIRES,ENSENADA,2010,12,0,0
BUENOS AIRES,GENERAL RODRIGUEZ,2010,12,1,0
BUENOS AIRES,HURLINGHAM,2010,12,0,2
BUENOS AIRES,LA MATANZA,2010,12,0,1
BUENOS AIRES,LA PLATA,2010,12,2,3
BUENOS AIRES,LANUS,2010,12,0,1
BUENOS AIRES,LOMAS DE ZAMORA,2010,12,0,1
BUENOS AIRES,MERLO,2010,12,0,0
BUENOS AIRES,PRESIDENTE PERON,2010,12,0,0
BUENOS AIRES,TRES DE FEBRERO,2010,12,0,0
BUENOS AIRES,LA MATANZA,2010,13,1,0
BUENOS AIRES,LA PLATA,2010,13,0,2
BUENOS AIRES,PERGAMINO,2010,13,1,0
BUENOS AIRES,QUILMES,2010,13,0,1
BUENOS AIRES,RAUCH,2010,13,0,1
BUENOS AIRES,SAN ISIDRO,2010,13,0,1
