ทั่วราชอาณาจักร|29678600|29781782|59460382|14697085|
กรุงเทพมหานคร|02745431|02825312|05570743|01661311|
เขตพระนคร|00042605|00041066|00083671|00020036|
แขวงพระบรมมหาราชวัง|00004710|00003047|00007757|00001414|
แขวงวังบูรพาภิรมย์|00007801|00007592|00015393|00004739|
แขวงวัดราชบพิธ|00002573|00002562|00005135|00001034|
แขวงสำราญราษฎร์|00002730|00002658|00005388|00001311|
แขวงศาลเจ้าพ่อเสือ|00002397|00002504|00004901|00001130|
แขวงเสาชิงช้า|00002079|00002128|00004207|00000784|
แขวงบวรนิเวศ|00004330|00004287|00008617|00001798|
แขวงตลาดยอด|00002295|00002697|00004992|00001339|
แขวงชนะสงคราม|00001867|00001887|00003754|00000849|
แขวงบ้านพานถม|00005226|00005502|00010728|00002356|
แขวงบางขุนพรหม|00004028|00003661|00007689|00002254|
แขวงวัดสามพระยา|00002569|00002541|00005110|00001028|
เขตดุสิต|00091528|00075089|00166617|00026264|
แขวงดุสิต|00019996|00014214|00034210|00002951|
แขวงวชิรพยาบาล|00012512|00013156|00025668|00002551|
แขวงสวนจิตรลดา|00007354|00007481|00014835|00002356|
แขวงสี่แยกมหานาค|00004768|00004677|00009445|00002279|
แขวงถนนนครไชยศรี|00046898|00035561|00082459|00016127|
เขตหนองจอก|00035209|00035592|00070801|00017205|
แขวงกระทุ่มราย|00008319|00008547|00016866|00003773|
แขวงหนองจอก|00004934|00004947|00009881|00002149|
แขวงคลองสิบ|00003111|00003173|00006284|00001113|
แขวงคลองสิบสอง|00002808|00002844|00005652|00001266|
แขวงโคกแฝด|00006713|00006700|00013413|00004314|
แขวงคู้ฝั่งเหนือ|00002947|00003025|00005972|00001127|
แขวงลำผักชี|00003613|00003652|00007265|00002405|
แขวงลำต้อยติ่ง|00002764|00002704|00005468|00001058|
เขตบางรัก|00033814|00034267|00068081|00022361|
แขวงมหาพฤฒาราม|00009886|00010050|00019936|00005407|
แขวงสีลม|00008521|00008554|00017075|00005809|
แขวงสุริยวงศ์|00003920|00003945|00007865|00004438|
แขวงบางรัก|00002850|00002565|00005415|00001425|
แขวงสี่พระยา|00008637|00009153|00017790|00005282|
เขตบางเขน|00127592|00129167|00256759|00095715|
แขวงอนุสาวรีย์|00035258|00032664|00067922|00020441|
แขวงคลองถนน*|00055239|00057476|00112715|00042604|
แขวงสายไหม*|00018523|00019629|00038152|00016622|
แขวงท่าแร้ง|00015337|00015989|00031326|00012703|
แขวงออเงิน*|00003235|00003409|00006644|00003345|
เขตบางกะปิ|00111688|00122910|00234598|00081598|
แขวงคลองจั่น|00038618|00042735|00081353|00024663|
แขวงวังทองหลาง*|00046119|00050163|00096282|00031642|
แขวงหัวหมาก|00026951|00030012|00056963|00025293|
เขตปทุมวัน|00058032|00058163|00116195|00027985|
แขวงรองเมือง|00015324|00014877|00030201|00010760|
แขวงวังใหม่|00010255|00009728|00019983|00007217|
แขวงปทุมวัน|00018845|00019446|00038291|00002023|
แขวงลุมพินี|00013608|00014112|00027720|00007985|
เขตป้อมปราบศัตรูพ่าย|00040875|00040057|00080932|00019180|
แขวงป้อมปราบ|00014097|00014109|00028206|00006866|
แขวงวัดเทพศิรินทร์|00006251|00005891|00012142|00002828|
แขวงคลองมหานาค|00008883|00008973|00017856|00004460|
แขวงบ้านบาตร|00006084|00005657|00011741|00002701|
แขวงวัดโสมนัส|00005560|00005427|00010987|00002325|
เขตพระโขนง|00097182|00103265|00200447|00064777|
แขวงบางนา*|00047497|00049372|00096869|00033833|
แขวงบางจาก|00049685|00053893|00103578|00030944|
เขตมีนบุรี|00065114|00067843|00132957|00045769|
แขวงมีนบุรี|00026639|00028149|00054788|00016276|
แขวงแสนแสบ|00010526|00010571|00021097|00005637|
แขวงบางชัน*|00013550|00014300|00027850|00011916|
แขวงทรายกองดิน*|00002562|00002668|00005230|00002039|
แขวงทรายกองดินใต้*|00004390|00004504|00008894|00001703|
แขวงสามวาตะวันออก*|00004645|00004746|00009391|00002726|
แขวงสามวาตะวันตก*|00002802|00002905|00005707|00005472|
เขตลาดกระบัง|00043431|00045714|00089145|00028076|
แขวงลาดกระบัง|00013982|00014895|00028877|00008515|
แขวงคลองสองต้นนุ่น|00012972|00013501|00026473|00007795|
แขวงคลองสามประเวศ|00002824|00003052|00005876|00003330|
แขวงลำปลาทิว|00005629|00005762|00011391|00004039|
แขวงทับยาว|00005375|00005709|00011084|00003139|
แขวงขุมทอง|00002649|00002795|00005444|00001258|
เขตยานนาวา|00047623|00048772|00096395|00035621|
แขวงช่องนนทรี|00027803|00028326|00056129|00019701|
แขวงบางโพงพาง|00019820|00020446|00040266|00015920|
เขตสัมพันธวงศ์|00020714|00019698|00040412|00014439|
แขวงจักรวรรดิ|00006683|00006143|00012826|00005347|
แขวงสัมพันธวงศ์|00008116|00007802|00015918|00005418|
แขวงตลาดน้อย|00005915|00005753|00011668|00003674|
เขตพญาไท|00056010|00052718|00108728|00027107|
แขวงสามเสนใน|00056010|00052718|00108728|00027107|
เขตธนบุรี|00103211|00104850|00208061|00051248|
แขวงวัดกัลยาณ์|00008647|00008195|00016842|00003096|
แขวงหิรัญรูจี|00009303|00009583|00018886|00003921|
แขวงบางยี่เรือ|00019344|00020215|00039559|00011285|
แขวงบุคคโล|00052092|00052922|00105014|00025105|
แขวงตลาดพลู|00013825|00013935|00027760|00007841|
เขตบางกอกใหญ่|00047969|00048395|00096364|00026012|
แขวงวัดอรุณ|00011952|00010384|00022336|00004336|
แขวงวัดท่าพระ|00036017|00038011|00074028|00021676|
เขตห้วยขวาง|00039131|00041843|00080974|00028993|
แขวงห้วยขวาง|00013498|00013925|00027423|00008764|
แขวงบางกะปิ|00008395|00008573|00016968|00007276|
แขวงสามเสนนอก|00017238|00019345|00036583|00012953|
เขตคลองสาน|00061935|00063281|00125216|00030830|
แขวงสมเด็จเจ้าพระยา|00012472|00012601|00025073|00005430|
แขวงคลองสาน|00016402|00016127|00032529|00005998|
แขวงบางลำภูล่าง|00018955|00019457|00038412|00010871|
แขวงคลองต้นไทร|00014106|00015096|00029202|00008531|
เขตตลิ่งชัน|00066732|00071095|00137827|00045253|
แขวงคลองชักพระ|00005527|00005757|00011284|00003824|
แขวงตลิ่งชัน|00012776|00013520|00026296|00007303|
แขวงฉิมพลี|00014089|00015343|00029432|00008990|
แขวงบางพรม|00006762|00007168|00013930|00003340|
แขวงบางระมาด|00009579|00010169|00019748|00005755|
แขวงทวีวัฒนา*|00005500|00005672|00011172|00003964|
แขวงบางเชือกหนัง|00004202|00004478|00008680|00002248|
แขวงศาลาธรรมสพน์*|00008297|00008988|00017285|00009829|
เขตบางกอกน้อย|00085807|00085205|00171012|00040734|
แขวงศิริราช|00022482|00019400|00041882|00004310|
แขวงบ้านช่างหล่อ|00025077|00024357|00049434|00011609|
แขวงบางขุนนนท์|00005714|00006023|00011737|00003349|
