ทั่วประเทศ|31255869|32133861|63389730|20608269|
กรุงเทพมหานคร|02722313|02988570|05710883|02263680|
เขตพระนคร|00030415|00032551|00062966|00018443|
แขวงพระบรมมหาราชวัง|00003143|00002190|00005333|00001301|
แขวงวังบูรพาภิรมย์|00006582|00006413|00012995|00004559|
แขวงวัดราชบพิธ|00001836|00002196|00004032|00000980|
แขวงสำราญราษฎร์|00001994|00002052|00004046|00001135|
แขวงศาลเจ้าพ่อเสือ|00001665|00002135|00003800|00000990|
แขวงเสาชิงช้า|00001395|00001517|00002912|00000707|
แขวงบวรนิเวศ|00002862|00003617|00006479|00001646|
แขวงตลาดยอด|00001498|00001891|00003389|00001225|
แขวงชนะสงคราม|00001157|00001235|00002392|00000814|
แขวงบ้านพานถม|00003737|00004610|00008347|00002020|
แขวงบางขุนพรหม|00002913|00002862|00005775|00002096|
แขวงวัดสามพระยา|00001633|00001833|00003466|00000970|
เขตดุสิต|00061879|00054863|00116742|00029772|
แขวงดุสิต|00010220|00007586|00017806|00003431|
แขวงวชิรพยาบาล|00006060|00007436|00013496|00003083|
แขวงสวนจิตรลดา|00005482|00005718|00011200|00002465|
แขวงสี่แยกมหานาค|00004418|00004380|00008798|00002403|
แขวงถนนนครไชยศรี|00035699|00029743|00065442|00018390|
เขตหนองจอก|00070351|00073324|00143675|00046794|
แขวงกระทุ่มราย|00015019|00015720|00030739|00011150|
แขวงหนองจอก|00007850|00008253|00016103|00004423|
แขวงคลองสิบ|00004047|00004092|00008139|00001738|
แขวงคลองสิบสอง|00004846|00004970|00009816|00002812|
แขวงโคกแฝด|00015043|00015500|00030543|00009420|
แขวงคู้ฝั่งเหนือ|00006905|00007231|00014136|00004799|
แขวงลำผักชี|00012715|00013605|00026320|00010399|
แขวงลำต้อยติ่ง|00003926|00003953|00007879|00002053|
เขตบางรัก|00022970|00025536|00048506|00024258|
แขวงมหาพฤฒาราม|00006681|00007499|00014180|00004322|
แขวงสีลม|00006094|00006745|00012839|00009340|
แขวงสุริยวงศ์|00002555|00002811|00005366|00004309|
แขวงบางรัก|00001782|00001755|00003537|00001239|
แขวงสี่พระยา|00005858|00006726|00012584|00005048|
เขตบางเขน|00088652|00095184|00183836|00083724|
แขวงอนุสาวรีย์|00049474|00050903|00100377|00046206|
แขวงท่าแร้ง|00039178|00044281|00083459|00037518|
เขตบางกะปิ|00068771|00081515|00150286|00083274|
แขวงคลองจั่น|00038598|00045915|00084513|00041827|
แขวงหัวหมาก|00030173|00035600|00065773|00041447|
เขตปทุมวัน|00028158|00032117|00060275|00024852|
แขวงรองเมือง|00009835|00010630|00020465|00006892|
แขวงวังใหม่|00005682|00005707|00011389|00005053|
แขวงปทุมวัน|00003046|00004886|00007932|00000858|
แขวงลุมพินี|00009595|00010894|00020489|00012049|
เขตป้อมปราบศัตรูพ่าย|00027556|00028908|00056464|00019228|
แขวงป้อมปราบ|00009280|00009671|00018951|00006402|
แขวงวัดเทพศิรินทร์|00004316|00004344|00008660|00002737|
แขวงคลองมหานาค|00005496|00006144|00011640|00005267|
แขวงบ้านบาตร|00004378|00004441|00008819|00002617|
แขวงวัดโสมนัส|00004086|00004308|00008394|00002205|
เขตพระโขนง|00045559|00052235|00097794|00036855|
แขวงบางจาก|00045559|00052235|00097794|00036855|
เขตมีนบุรี|00062472|00068563|00131035|00047838|
แขวงมีนบุรี|00042712|00047693|00090405|00036151|
แขวงแสนแสบ|00019760|00020870|00040630|00011687|
เขตลาดกระบัง|00071045|00076437|00147482|00063650|
แขวงลาดกระบัง|00014224|00015350|00029574|00011206|
แขวงคลองสองต้นนุ่น|00027574|00029838|00057412|00026816|
แขวงคลองสามประเวศ|00007104|00007725|00014829|00007010|
แขวงลำปลาทิว|00008900|00009441|00018341|00007438|
แขวงทับยาว|00009842|00010491|00020333|00009280|
แขวงขุมทอง|00003401|00003592|00006993|00001900|
เขตยานนาวา|00041898|00045488|00087386|00041418|
แขวงช่องนนทรี|00024917|00027332|00052249|00026232|
แขวงบางโพงพาง|00016981|00018156|00035137|00015186|
เขตสัมพันธวงศ์|00014734|00015354|00030088|00013253|
แขวงจักรวรรดิ|00004605|00004574|00009179|00005009|
แขวงสัมพันธวงศ์|00005728|00006040|00011768|00004495|
แขวงตลาดน้อย|00004401|00004740|00009141|00003749|
เขตพญาไท|00037964|00038513|00076477|00032998|
แขวงสามเสนใน|00037964|00038513|00076477|00032998|
เขตธนบุรี|00061664|00067998|00129662|00044092|
แขวงวัดกัลยาณ์|00005393|00006060|00011453|00002653|
แขวงหิรัญรูจี|00006768|00007614|00014382|00003747|
แขวงบางยี่เรือ|00012673|00013489|00026162|00007543|
แขวงบุคคโล|00009266|00010323|00019589|00007292|
แขวงตลาดพลู|00009396|00010236|00019632|00007096|
แขวงดาวคะนอง|00009472|00010422|00019894|00008471|
แขวงสำเหร่|00008696|00009854|00018550|00007290|
เขตบางกอกใหญ่|00037328|00040979|00078307|00025667|
แขวงวัดอรุณ|00008082|00008295|00016377|00003958|
แขวงวัดท่าพระ|00029246|00032684|00061930|00021709|
เขตห้วยขวาง|00035643|00041305|00076948|00040510|
แขวงห้วยขวาง|00009960|00011662|00021622|00010848|
แขวงบางกะปิ|00008198|00008911|00017109|00012010|
แขวงสามเสนนอก|00017485|00020732|00038217|00017652|
เขตคลองสาน|00039035|00043789|00082824|00029850|
แขวงสมเด็จเจ้าพระยา|00008045|00008765|00016810|00005109|
แขวงคลองสาน|00008076|00008879|00016955|00005712|
แขวงบางลำภูล่าง|00013322|00014889|00028211|00010613|
แขวงคลองต้นไทร|00009592|00011256|00020848|00008416|
เขตตลิ่งชัน|00051091|00056422|00107513|00035560|
แขวงคลองชักพระ|00005381|00005870|00011251|00004184|
แขวงตลิ่งชัน|00013474|00014721|00028195|00009627|
แขวงฉิมพลี|00011760|00013134|00024894|00008141|
แขวงบางพรม|00006824|00007490|00014314|00004186|
แขวงบางระมาด|00008569|00009430|00017999|00006123|
